pothole_id,road_id,road_name,ward,latitude,longitude,depth_cm,surface_area_sqm,severity_level,pavement_surface_type,primary_failure_cause,reported_by,report_date,status,repair_material_used,repair_completion_date,repair_contractor_id
PTH_2024_00753,RD_LOC_039,R/S Ward Sector 39 Connector Road,R/S,19.20851,72.84941,4.4,0.78,Moderate,Mastic Asphalt,Sub-grade Moisture Saturation,Traffic Police Notification,2024-07-26,Resolved / Repaired,Mastic Asphalt,2024-07-31,CONTR_BMC_120
PTH_2024_00754,RD_LOC_039,R/S Ward Sector 39 Connector Road,R/S,19.20856,72.85619,6.7,1.65,Moderate,Mastic Asphalt,Utility Trench Reinstatement Failure (MGL/MTNL/Adani),Citizen (MyBMC App),2024-08-26,Resolved / Repaired,Rapid Hardening Concrete,2024-08-30,CONTR_BMC_120
PTH_2024_00755,RD_LOC_039,R/S Ward Sector 39 Connector Road,R/S,19.20762,72.84852,14.1,3.1,Critical,Mastic Asphalt,Heavy Axle Commercial Vehicle Load,BMC Road Engineer Survey,2024-06-07,Resolved / Repaired,Cold Mix Polymer Asphalt,2024-06-13,CONTR_BMC_114
PTH_2024_00756,RD_LOC_039,R/S Ward Sector 39 Connector Road,R/S,19.20568,72.85796,12.4,0.85,Critical,Mastic Asphalt,Waterlogging & Bitumen Stripping,AI Camera / Patrol Vehicle,2024-09-06,Resolved / Repaired,Rapid Hardening Concrete,2024-09-10,CONTR_BMC_104
PTH_2024_00757,RD_LOC_039,R/S Ward Sector 39 Connector Road,R/S,19.20376,72.84954,13.5,0.82,Critical,Mastic Asphalt,Asphalt Aging & Pavement Fatigue,BMC Road Engineer Survey,2024-06-17,Resolved / Repaired,Rapid Hardening Concrete,2024-06-19,CONTR_BMC_107
PTH_2024_00758,RD_LOC_039,R/S Ward Sector 39 Connector Road,R/S,19.20786,72.855,8.7,2.49,Critical,Mastic Asphalt,Utility Trench Reinstatement Failure (MGL/MTNL/Adani),BMC Road Engineer Survey,2024-09-19,Resolved / Repaired,Cold Mix Polymer Asphalt,2024-09-25,CONTR_BMC_114
PTH_2024_00759,RD_LOC_039,R/S Ward Sector 39 Connector Road,R/S,19.20974,72.8552,6.9,0.44,Moderate,Mastic Asphalt,Sub-grade Moisture Saturation,Citizen (MyBMC App),2024-09-02,Resolved / Repaired,Rapid Hardening Concrete,2024-09-08,CONTR_BMC_112
PTH_2024_00760,RD_LOC_039,R/S Ward Sector 39 Connector Road,R/S,19.20757,72.85214,9.5,2.92,Critical,Mastic Asphalt,Sub-grade Moisture Saturation,BMC Road Engineer Survey,2024-08-28,In-Progress,Pending,,CONTR_BMC_101
PTH_2024_00761,RD_LOC_039,R/S Ward Sector 39 Connector Road,R/S,19.20704,72.85181,16.8,1.38,Critical,Mastic Asphalt,Sub-grade Moisture Saturation,Citizen (MyBMC App),2024-08-23,Resolved / Repaired,Hot Mix Bituminous Concrete,2024-08-24,CONTR_BMC_111
PTH_2024_00762,RD_LOC_039,R/S Ward Sector 39 Connector Road,R/S,19.20903,72.85366,15.3,0.38,Critical,Mastic Asphalt,Heavy Axle Commercial Vehicle Load,AI Camera / Patrol Vehicle,2024-09-26,Resolved / Repaired,Cold Mix Polymer Asphalt,2024-09-28,CONTR_BMC_122
PTH_2024_00763,RD_LOC_039,R/S Ward Sector 39 Connector Road,R/S,19.2084,72.85813,10.9,1.56,High,Mastic Asphalt,Waterlogging & Bitumen Stripping,Traffic Police Notification,2024-08-24,Resolved / Repaired,Hot Mix Bituminous Concrete,2024-08-30,CONTR_BMC_118
PTH_2024_00764,RD_LOC_039,R/S Ward Sector 39 Connector Road,R/S,19.20704,72.85648,6.2,2.28,Critical,Mastic Asphalt,Sub-grade Moisture Saturation,Traffic Police Notification,2024-06-25,Resolved / Repaired,Mastic Asphalt,2024-07-01,CONTR_BMC_114
PTH_2024_00765,RD_LOC_039,R/S Ward Sector 39 Connector Road,R/S,19.20319,72.85081,4.8,2.87,Critical,Mastic Asphalt,Waterlogging & Bitumen Stripping,AI Camera / Patrol Vehicle,2024-07-20,Resolved / Repaired,Cold Mix Polymer Asphalt,2024-07-24,CONTR_BMC_117
PTH_2024_00766,RD_LOC_039,R/S Ward Sector 39 Connector Road,R/S,19.20882,72.85459,11.1,0.62,High,Mastic Asphalt,Utility Trench Reinstatement Failure (MGL/MTNL/Adani),Citizen (MyBMC App),2024-06-17,Resolved / Repaired,Mastic Asphalt,2024-06-22,CONTR_BMC_116
PTH_2024_00767,RD_LOC_039,R/S Ward Sector 39 Connector Road,R/S,19.2054,72.85023,16.8,0.44,Critical,Mastic Asphalt,Asphalt Aging & Pavement Fatigue,Traffic Police Notification,2024-09-22,Inspected - Work Order Issued,Pending,,CONTR_BMC_115
PTH_2024_00768,RD_LOC_039,R/S Ward Sector 39 Connector Road,R/S,19.20572,72.85566,17.8,0.94,Critical,Mastic Asphalt,Sub-grade Moisture Saturation,AI Camera / Patrol Vehicle,2024-07-27,Resolved / Repaired,Rapid Hardening Concrete,2024-08-01,CONTR_BMC_107
PTH_2024_00769,RD_LOC_039,R/S Ward Sector 39 Connector Road,R/S,19.2043,72.85022,15.1,1.66,Critical,Mastic Asphalt,Waterlogging & Bitumen Stripping,Traffic Police Notification,2024-07-06,In-Progress,Pending,,CONTR_BMC_124
PTH_2024_00770,RD_LOC_039,R/S Ward Sector 39 Connector Road,R/S,19.20772,72.85187,17.5,2.64,Critical,Mastic Asphalt,Utility Trench Reinstatement Failure (MGL/MTNL/Adani),BMC Road Engineer Survey,2024-07-24,Resolved / Repaired,Cold Mix Polymer Asphalt,2024-07-30,CONTR_BMC_102
PTH_2024_00771,RD_LOC_039,R/S Ward Sector 39 Connector Road,R/S,19.20565,72.84909,8.1,1.59,High,Mastic Asphalt,Sub-grade Moisture Saturation,AI Camera / Patrol Vehicle,2024-06-19,In-Progress,Pending,,CONTR_BMC_116
PTH_2024_00772,RD_LOC_039,R/S Ward Sector 39 Connector Road,R/S,19.20873,72.84974,13.6,1.84,Critical,Mastic Asphalt,Heavy Axle Commercial Vehicle Load,AI Camera / Patrol Vehicle,2024-09-23,Resolved / Repaired,Cold Mix Polymer Asphalt,2024-09-25,CONTR_BMC_125
PTH_2024_00773,RD_LOC_040,L Ward Sector 40 Connector Road,L,19.04876,72.89044,17.7,0.9,Critical,Mastic Asphalt,Heavy Axle Commercial Vehicle Load,Citizen (MyBMC App),2024-07-17,Resolved / Repaired,Rapid Hardening Concrete,2024-07-23,CONTR_BMC_107
PTH_2024_00774,RD_LOC_040,L Ward Sector 40 Connector Road,L,19.04838,72.8919,8.8,3.44,Critical,Mastic Asphalt,Asphalt Aging & Pavement Fatigue,Traffic Police Notification,2024-07-13,In-Progress,Pending,,CONTR_BMC_119
PTH_2024_00775,RD_LOC_040,L Ward Sector 40 Connector Road,L,19.04826,72.88995,10.9,0.39,High,Mastic Asphalt,Utility Trench Reinstatement Failure (MGL/MTNL/Adani),AI Camera / Patrol Vehicle,2024-06-14,In-Progress,Pending,,CONTR_BMC_110
PTH_2024_00776,RD_LOC_040,L Ward Sector 40 Connector Road,L,19.04836,72.89306,12.9,0.87,Critical,Mastic Asphalt,Utility Trench Reinstatement Failure (MGL/MTNL/Adani),Traffic Police Notification,2024-07-14,Citizen Reported,Pending,,CONTR_BMC_103
PTH_2024_00777,RD_LOC_040,L Ward Sector 40 Connector Road,L,19.04769,72.8947,17.9,1.87,Critical,Mastic Asphalt,Asphalt Aging & Pavement Fatigue,Citizen (MyBMC App),2024-07-20,Resolved / Repaired,Hot Mix Bituminous Concrete,2024-07-24,CONTR_BMC_106
PTH_2024_00778,RD_LOC_040,L Ward Sector 40 Connector Road,L,19.04829,72.89327,16.2,1.43,Critical,Mastic Asphalt,Sub-grade Moisture Saturation,AI Camera / Patrol Vehicle,2024-09-04,Resolved / Repaired,Rapid Hardening Concrete,2024-09-07,CONTR_BMC_124
PTH_2024_00779,RD_LOC_040,L Ward Sector 40 Connector Road,L,19.04736,72.89105,14.5,0.98,Critical,Mastic Asphalt,Asphalt Aging & Pavement Fatigue,AI Camera / Patrol Vehicle,2024-06-07,Inspected - Work Order Issued,Pending,,CONTR_BMC_118
PTH_2024_00780,RD_LOC_040,L Ward Sector 40 Connector Road,L,19.04835,72.89283,16.4,1.31,Critical,Mastic Asphalt,Heavy Axle Commercial Vehicle Load,Traffic Police Notification,2024-07-19,In-Progress,Pending,,CONTR_BMC_109
PTH_2024_00781,RD_LOC_040,L Ward Sector 40 Connector Road,L,19.04905,72.89346,17.1,3.37,Critical,Mastic Asphalt,Asphalt Aging & Pavement Fatigue,Citizen (MyBMC App),2024-06-15,Resolved / Repaired,Hot Mix Bituminous Concrete,2024-06-18,CONTR_BMC_121
PTH_2024_00782,RD_LOC_041,T Ward Sector 41 Connector Road,T,19.15376,72.97444,4.3,1.45,Moderate,Cement Concrete,Utility Trench Reinstatement Failure (MGL/MTNL/Adani),BMC Road Engineer Survey,2024-06-23,Resolved / Repaired,Cold Mix Polymer Asphalt,2024-06-29,CONTR_BMC_121
PTH_2024_00783,RD_LOC_042,R/N Ward Sector 42 Connector Road,R/N,19.24244,72.83897,12.3,0.33,Critical,Mastic Asphalt,Sub-grade Moisture Saturation,BMC Road Engineer Survey,2024-09-07,In-Progress,Pending,,CONTR_BMC_116
PTH_2024_00784,RD_LOC_042,R/N Ward Sector 42 Connector Road,R/N,19.24151,72.83673,7.4,1.51,High,Mastic Asphalt,Sub-grade Moisture Saturation,Traffic Police Notification,2024-06-10,Resolved / Repaired,Cold Mix Polymer Asphalt,2024-06-11,CONTR_BMC_102
PTH_2024_00785,RD_LOC_042,R/N Ward Sector 42 Connector Road,R/N,19.24209,72.83908,10.6,0.56,High,Mastic Asphalt,Heavy Axle Commercial Vehicle Load,AI Camera / Patrol Vehicle,2024-08-10,In-Progress,Pending,,CONTR_BMC_122
PTH_2024_00786,RD_LOC_042,R/N Ward Sector 42 Connector Road,R/N,19.24258,72.83783,16.5,1.76,Critical,Mastic Asphalt,Asphalt Aging & Pavement Fatigue,BMC Road Engineer Survey,2024-07-23,In-Progress,Pending,,CONTR_BMC_111
PTH_2024_00787,RD_LOC_042,R/N Ward Sector 42 Connector Road,R/N,19.24215,72.83984,13.3,1.55,Critical,Mastic Asphalt,Waterlogging & Bitumen Stripping,Citizen (MyBMC App),2024-07-03,In-Progress,Pending,,CONTR_BMC_103
PTH_2024_00788,RD_LOC_042,R/N Ward Sector 42 Connector Road,R/N,19.24237,72.83724,16.7,1.01,Critical,Mastic Asphalt,Utility Trench Reinstatement Failure (MGL/MTNL/Adani),Traffic Police Notification,2024-08-06,Resolved / Repaired,Mastic Asphalt,2024-08-07,CONTR_BMC_110
PTH_2024_00789,RD_LOC_042,R/N Ward Sector 42 Connector Road,R/N,19.24216,72.83747,8.5,1.78,High,Mastic Asphalt,Waterlogging & Bitumen Stripping,Traffic Police Notification,2024-09-19,Resolved / Repaired,Rapid Hardening Concrete,2024-09-22,CONTR_BMC_122
PTH_2024_00790,RD_LOC_042,R/N Ward Sector 42 Connector Road,R/N,19.24251,72.84,16.2,2.8,Critical,Mastic Asphalt,Asphalt Aging & Pavement Fatigue,AI Camera / Patrol Vehicle,2024-06-09,Inspected - Work Order Issued,Pending,,CONTR_BMC_121
PTH_2024_00791,RD_LOC_042,R/N Ward Sector 42 Connector Road,R/N,19.24204,72.83794,11.0,2.39,Critical,Mastic Asphalt,Asphalt Aging & Pavement Fatigue,AI Camera / Patrol Vehicle,2024-08-09,Resolved / Repaired,Hot Mix Bituminous Concrete,2024-08-13,CONTR_BMC_103
PTH_2024_00792,RD_LOC_042,R/N Ward Sector 42 Connector Road,R/N,19.24204,72.83896,4.7,1.45,Moderate,Mastic Asphalt,Asphalt Aging & Pavement Fatigue,Citizen (MyBMC App),2024-07-14,In-Progress,Pending,,CONTR_BMC_112
PTH_2024_00793,RD_LOC_042,R/N Ward Sector 42 Connector Road,R/N,19.2426,72.83983,15.1,2.46,Critical,Mastic Asphalt,Waterlogging & Bitumen Stripping,AI Camera / Patrol Vehicle,2024-08-28,In-Progress,Pending,,CONTR_BMC_115
PTH_2024_00794,RD_LOC_042,R/N Ward Sector 42 Connector Road,R/N,19.2421,72.83781,16.0,3.45,Critical,Mastic Asphalt,Asphalt Aging & Pavement Fatigue,AI Camera / Patrol Vehicle,2024-09-07,Inspected - Work Order Issued,Pending,,CONTR_BMC_102
PTH_2024_00795,RD_LOC_042,R/N Ward Sector 42 Connector Road,R/N,19.24216,72.83925,6.9,2.67,Critical,Mastic Asphalt,Waterlogging & Bitumen Stripping,Traffic Police Notification,2024-07-07,Inspected - Work Order Issued,Pending,,CONTR_BMC_118
PTH_2024_00796,RD_LOC_042,R/N Ward Sector 42 Connector Road,R/N,19.24256,72.83795,5.2,1.55,Moderate,Mastic Asphalt,Heavy Axle Commercial Vehicle Load,BMC Road Engineer Survey,2024-09-19,In-Progress,Pending,,CONTR_BMC_120
PTH_2024_00797,RD_LOC_042,R/N Ward Sector 42 Connector Road,R/N,19.24261,72.8374,15.6,2.35,Critical,Mastic Asphalt,Waterlogging & Bitumen Stripping,AI Camera / Patrol Vehicle,2024-09-28,In-Progress,Pending,,CONTR_BMC_116
PTH_2024_00798,RD_LOC_042,R/N Ward Sector 42 Connector Road,R/N,19.2416,72.83884,13.8,1.53,Critical,Mastic Asphalt,Sub-grade Moisture Saturation,Citizen (MyBMC App),2024-09-10,Resolved / Repaired,Rapid Hardening Concrete,2024-09-13,CONTR_BMC_102
PTH_2024_00799,RD_LOC_042,R/N Ward Sector 42 Connector Road,R/N,19.24144,72.83773,10.7,2.5,Critical,Mastic Asphalt,Asphalt Aging & Pavement Fatigue,BMC Road Engineer Survey,2024-06-01,In-Progress,Pending,,CONTR_BMC_115
PTH_2024_00800,RD_LOC_043,P/N Ward Sector 43 Connector Road,P/N,19.18053,72.82329,5.0,3.09,Critical,Cement Concrete,Waterlogging & Bitumen Stripping,Traffic Police Notification,2024-08-05,Resolved / Repaired,Rapid Hardening Concrete,2024-08-10,CONTR_BMC_101
PTH_2024_00801,RD_LOC_043,P/N Ward Sector 43 Connector Road,P/N,19.16909,72.82299,3.8,3.37,Critical,Cement Concrete,Waterlogging & Bitumen Stripping,Traffic Police Notification,2024-06-01,Resolved / Repaired,Hot Mix Bituminous Concrete,2024-06-05,CONTR_BMC_116
PTH_2024_00802,RD_LOC_043,P/N Ward Sector 43 Connector Road,P/N,19.17486,72.82408,5.6,1.52,Moderate,Cement Concrete,Waterlogging & Bitumen Stripping,Citizen (MyBMC App),2024-06-21,Citizen Reported,Pending,,CONTR_BMC_121
PTH_2024_00803,RD_LOC_044,P/N Ward Sector 44 Connector Road,P/N,19.18103,72.82169,17.2,0.92,Critical,Bituminous Asphalt,Sub-grade Moisture Saturation,Traffic Police Notification,2024-06-11,Resolved / Repaired,Cold Mix Polymer Asphalt,2024-06-14,CONTR_BMC_114
PTH_2024_00804,RD_LOC_044,P/N Ward Sector 44 Connector Road,P/N,19.18558,72.82168,9.9,2.27,Critical,Bituminous Asphalt,Heavy Axle Commercial Vehicle Load,Traffic Police Notification,2024-09-02,Inspected - Work Order Issued,Pending,,CONTR_BMC_113
PTH_2024_00805,RD_LOC_044,P/N Ward Sector 44 Connector Road,P/N,19.18357,72.8217,12.1,1.4,Critical,Bituminous Asphalt,Sub-grade Moisture Saturation,BMC Road Engineer Survey,2024-07-23,Inspected - Work Order Issued,Pending,,CONTR_BMC_124
PTH_2024_00806,RD_LOC_044,P/N Ward Sector 44 Connector Road,P/N,19.18154,72.82168,10.6,3.0,Critical,Bituminous Asphalt,Sub-grade Moisture Saturation,Citizen (MyBMC App),2024-08-11,In-Progress,Pending,,CONTR_BMC_110
PTH_2024_00807,RD_LOC_044,P/N Ward Sector 44 Connector Road,P/N,19.18558,72.8217,10.3,2.87,Critical,Bituminous Asphalt,Sub-grade Moisture Saturation,AI Camera / Patrol Vehicle,2024-07-16,Resolved / Repaired,Rapid Hardening Concrete,2024-07-17,CONTR_BMC_107
PTH_2024_00808,RD_LOC_044,P/N Ward Sector 44 Connector Road,P/N,19.18138,72.82169,10.9,2.32,Critical,Bituminous Asphalt,Asphalt Aging & Pavement Fatigue,AI Camera / Patrol Vehicle,2024-09-22,Inspected - Work Order Issued,Pending,,CONTR_BMC_107
PTH_2024_00809,RD_LOC_044,P/N Ward Sector 44 Connector Road,P/N,19.18558,72.82169,15.8,1.96,Critical,Bituminous Asphalt,Heavy Axle Commercial Vehicle Load,Citizen (MyBMC App),2024-08-24,Resolved / Repaired,Mastic Asphalt,2024-08-27,CONTR_BMC_112
PTH_2024_00810,RD_LOC_044,P/N Ward Sector 44 Connector Road,P/N,19.18043,72.82169,15.2,3.41,Critical,Bituminous Asphalt,Asphalt Aging & Pavement Fatigue,Citizen (MyBMC App),2024-07-17,Resolved / Repaired,Mastic Asphalt,2024-07-22,CONTR_BMC_112
PTH_2024_00811,RD_LOC_044,P/N Ward Sector 44 Connector Road,P/N,19.18207,72.82169,14.6,2.82,Critical,Bituminous Asphalt,Utility Trench Reinstatement Failure (MGL/MTNL/Adani),BMC Road Engineer Survey,2024-08-26,Resolved / Repaired,Hot Mix Bituminous Concrete,2024-09-01,CONTR_BMC_116
PTH_2024_00812,RD_LOC_044,P/N Ward Sector 44 Connector Road,P/N,19.18168,72.82168,16.9,1.82,Critical,Bituminous Asphalt,Asphalt Aging & Pavement Fatigue,Citizen (MyBMC App),2024-08-28,Citizen Reported,Pending,,CONTR_BMC_104
PTH_2024_00813,RD_LOC_044,P/N Ward Sector 44 Connector Road,P/N,19.18231,72.82169,10.7,0.74,High,Bituminous Asphalt,Sub-grade Moisture Saturation,Citizen (MyBMC App),2024-06-24,Inspected - Work Order Issued,Pending,,CONTR_BMC_121
PTH_2024_00814,RD_LOC_044,P/N Ward Sector 44 Connector Road,P/N,19.18141,72.82168,15.7,2.9,Critical,Bituminous Asphalt,Waterlogging & Bitumen Stripping,Citizen (MyBMC App),2024-06-05,Resolved / Repaired,Cold Mix Polymer Asphalt,2024-06-11,CONTR_BMC_121
PTH_2024_00815,RD_LOC_044,P/N Ward Sector 44 Connector Road,P/N,19.18665,72.82168,5.1,1.56,Moderate,Bituminous Asphalt,Sub-grade Moisture Saturation,Citizen (MyBMC App),2024-08-12,Resolved / Repaired,Mastic Asphalt,2024-08-17,CONTR_BMC_115
PTH_2024_00816,RD_LOC_044,P/N Ward Sector 44 Connector Road,P/N,19.18415,72.8217,13.5,1.08,Critical,Bituminous Asphalt,Waterlogging & Bitumen Stripping,Citizen (MyBMC App),2024-07-05,Resolved / Repaired,Hot Mix Bituminous Concrete,2024-07-11,CONTR_BMC_122
PTH_2024_00817,RD_LOC_044,P/N Ward Sector 44 Connector Road,P/N,19.18675,72.82168,12.6,1.1,Critical,Bituminous Asphalt,Waterlogging & Bitumen Stripping,Traffic Police Notification,2024-08-23,Inspected - Work Order Issued,Pending,,CONTR_BMC_116
PTH_2024_00818,RD_LOC_044,P/N Ward Sector 44 Connector Road,P/N,19.18272,72.82169,7.1,1.9,High,Bituminous Asphalt,Utility Trench Reinstatement Failure (MGL/MTNL/Adani),BMC Road Engineer Survey,2024-09-19,Resolved / Repaired,Cold Mix Polymer Asphalt,2024-09-25,CONTR_BMC_125
PTH_2024_00819,RD_LOC_044,P/N Ward Sector 44 Connector Road,P/N,19.18345,72.82168,15.3,1.17,Critical,Bituminous Asphalt,Utility Trench Reinstatement Failure (MGL/MTNL/Adani),Traffic Police Notification,2024-07-27,Resolved / Repaired,Cold Mix Polymer Asphalt,2024-08-01,CONTR_BMC_110
PTH_2024_00820,RD_LOC_044,P/N Ward Sector 44 Connector Road,P/N,19.18469,72.8217,16.6,1.92,Critical,Bituminous Asphalt,Waterlogging & Bitumen Stripping,Citizen (MyBMC App),2024-09-07,Resolved / Repaired,Rapid Hardening Concrete,2024-09-08,CONTR_BMC_108
PTH_2024_00821,RD_LOC_044,P/N Ward Sector 44 Connector Road,P/N,19.18546,72.8217,15.9,0.57,Critical,Bituminous Asphalt,Waterlogging & Bitumen Stripping,BMC Road Engineer Survey,2024-06-19,Citizen Reported,Pending,,CONTR_BMC_116
PTH_2024_00822,RD_LOC_044,P/N Ward Sector 44 Connector Road,P/N,19.1838,72.82168,13.6,3.17,Critical,Bituminous Asphalt,Asphalt Aging & Pavement Fatigue,BMC Road Engineer Survey,2024-09-02,Resolved / Repaired,Rapid Hardening Concrete,2024-09-08,CONTR_BMC_112
PTH_2024_00823,RD_LOC_044,P/N Ward Sector 44 Connector Road,P/N,19.18589,72.8217,8.1,0.54,High,Bituminous Asphalt,Heavy Axle Commercial Vehicle Load,AI Camera / Patrol Vehicle,2024-08-11,In-Progress,Pending,,CONTR_BMC_103
PTH_2024_00824,RD_LOC_044,P/N Ward Sector 44 Connector Road,P/N,19.18482,72.82169,7.6,1.25,High,Bituminous Asphalt,Heavy Axle Commercial Vehicle Load,AI Camera / Patrol Vehicle,2024-06-18,Resolved / Repaired,Cold Mix Polymer Asphalt,2024-06-20,CONTR_BMC_112
PTH_2024_00825,RD_LOC_044,P/N Ward Sector 44 Connector Road,P/N,19.18095,72.82168,10.4,0.84,High,Bituminous Asphalt,Sub-grade Moisture Saturation,BMC Road Engineer Survey,2024-09-11,Resolved / Repaired,Mastic Asphalt,2024-09-13,CONTR_BMC_118
PTH_2024_00826,RD_LOC_044,P/N Ward Sector 44 Connector Road,P/N,19.18211,72.82168,17.6,2.72,Critical,Bituminous Asphalt,Utility Trench Reinstatement Failure (MGL/MTNL/Adani),BMC Road Engineer Survey,2024-06-07,Resolved / Repaired,Hot Mix Bituminous Concrete,2024-06-09,CONTR_BMC_123
PTH_2024_00827,RD_LOC_045,A Ward Sector 45 Connector Road,A,18.91854,72.823,17.6,1.09,Critical,Bituminous Asphalt,Asphalt Aging & Pavement Fatigue,Traffic Police Notification,2024-09-28,Resolved / Repaired,Hot Mix Bituminous Concrete,2024-10-01,CONTR_BMC_121
PTH_2024_00828,RD_LOC_045,A Ward Sector 45 Connector Road,A,18.91612,72.82302,12.3,1.09,Critical,Bituminous Asphalt,Waterlogging & Bitumen Stripping,Citizen (MyBMC App),2024-07-12,In-Progress,Pending,,CONTR_BMC_116
PTH_2024_00829,RD_LOC_045,A Ward Sector 45 Connector Road,A,18.91733,72.82241,4.5,1.47,Moderate,Bituminous Asphalt,Heavy Axle Commercial Vehicle Load,BMC Road Engineer Survey,2024-08-02,Resolved / Repaired,Cold Mix Polymer Asphalt,2024-08-08,CONTR_BMC_121
PTH_2024_00830,RD_LOC_045,A Ward Sector 45 Connector Road,A,18.91669,72.82253,14.6,1.78,Critical,Bituminous Asphalt,Asphalt Aging & Pavement Fatigue,Citizen (MyBMC App),2024-06-28,Citizen Reported,Pending,,CONTR_BMC_104
PTH_2024_00831,RD_LOC_045,A Ward Sector 45 Connector Road,A,18.91708,72.82237,17.8,1.62,Critical,Bituminous Asphalt,Asphalt Aging & Pavement Fatigue,BMC Road Engineer Survey,2024-08-02,In-Progress,Pending,,CONTR_BMC_120
PTH_2024_00832,RD_LOC_045,A Ward Sector 45 Connector Road,A,18.91689,72.82228,17.2,2.33,Critical,Bituminous Asphalt,Heavy Axle Commercial Vehicle Load,Citizen (MyBMC App),2024-09-17,Resolved / Repaired,Hot Mix Bituminous Concrete,2024-09-18,CONTR_BMC_118
PTH_2024_00833,RD_LOC_045,A Ward Sector 45 Connector Road,A,18.91657,72.82299,8.2,2.74,Critical,Bituminous Asphalt,Heavy Axle Commercial Vehicle Load,Citizen (MyBMC App),2024-06-13,Resolved / Repaired,Mastic Asphalt,2024-06-15,CONTR_BMC_117
PTH_2024_00834,RD_LOC_045,A Ward Sector 45 Connector Road,A,18.91768,72.82263,5.3,2.76,Critical,Bituminous Asphalt,Sub-grade Moisture Saturation,AI Camera / Patrol Vehicle,2024-07-15,Resolved / Repaired,Rapid Hardening Concrete,2024-07-16,CONTR_BMC_114
PTH_2024_00835,RD_LOC_045,A Ward Sector 45 Connector Road,A,18.91621,72.82243,16.2,3.16,Critical,Bituminous Asphalt,Utility Trench Reinstatement Failure (MGL/MTNL/Adani),Citizen (MyBMC App),2024-06-04,Resolved / Repaired,Rapid Hardening Concrete,2024-06-10,CONTR_BMC_123
PTH_2024_00836,RD_LOC_045,A Ward Sector 45 Connector Road,A,18.91778,72.8226,13.8,2.86,Critical,Bituminous Asphalt,Waterlogging & Bitumen Stripping,Traffic Police Notification,2024-09-06,Resolved / Repaired,Mastic Asphalt,2024-09-08,CONTR_BMC_124
PTH_2024_00837,RD_LOC_045,A Ward Sector 45 Connector Road,A,18.91859,72.82241,11.8,2.14,Critical,Bituminous Asphalt,Heavy Axle Commercial Vehicle Load,Traffic Police Notification,2024-06-11,In-Progress,Pending,,CONTR_BMC_121
PTH_2024_00838,RD_LOC_045,A Ward Sector 45 Connector Road,A,18.91703,72.82226,14.2,0.91,Critical,Bituminous Asphalt,Sub-grade Moisture Saturation,AI Camera / Patrol Vehicle,2024-08-17,Resolved / Repaired,Mastic Asphalt,2024-08-19,CONTR_BMC_124
PTH_2024_00839,RD_LOC_045,A Ward Sector 45 Connector Road,A,18.91865,72.82257,7.6,0.35,High,Bituminous Asphalt,Asphalt Aging & Pavement Fatigue,AI Camera / Patrol Vehicle,2024-06-19,Inspected - Work Order Issued,Pending,,CONTR_BMC_114
PTH_2024_00840,RD_LOC_045,A Ward Sector 45 Connector Road,A,18.91645,72.82278,11.9,1.1,High,Bituminous Asphalt,Waterlogging & Bitumen Stripping,Traffic Police Notification,2024-09-13,Resolved / Repaired,Hot Mix Bituminous Concrete,2024-09-15,CONTR_BMC_112
PTH_2024_00841,RD_LOC_045,A Ward Sector 45 Connector Road,A,18.91744,72.82221,17.5,0.63,Critical,Bituminous Asphalt,Asphalt Aging & Pavement Fatigue,BMC Road Engineer Survey,2024-07-20,Resolved / Repaired,Hot Mix Bituminous Concrete,2024-07-24,CONTR_BMC_117
PTH_2024_00842,RD_LOC_045,A Ward Sector 45 Connector Road,A,18.91656,72.82258,15.2,2.13,Critical,Bituminous Asphalt,Utility Trench Reinstatement Failure (MGL/MTNL/Adani),Traffic Police Notification,2024-06-18,Resolved / Repaired,Cold Mix Polymer Asphalt,2024-06-19,CONTR_BMC_125
PTH_2024_00843,RD_LOC_045,A Ward Sector 45 Connector Road,A,18.91682,72.82253,14.8,2.82,Critical,Bituminous Asphalt,Asphalt Aging & Pavement Fatigue,AI Camera / Patrol Vehicle,2024-06-17,In-Progress,Pending,,CONTR_BMC_107
PTH_2024_00844,RD_LOC_045,A Ward Sector 45 Connector Road,A,18.91852,72.82235,9.4,3.39,Critical,Bituminous Asphalt,Asphalt Aging & Pavement Fatigue,BMC Road Engineer Survey,2024-06-22,Resolved / Repaired,Mastic Asphalt,2024-06-28,CONTR_BMC_124
PTH_2024_00845,RD_LOC_045,A Ward Sector 45 Connector Road,A,18.91856,72.82273,15.8,2.15,Critical,Bituminous Asphalt,Utility Trench Reinstatement Failure (MGL/MTNL/Adani),AI Camera / Patrol Vehicle,2024-07-16,Resolved / Repaired,Rapid Hardening Concrete,2024-07-19,CONTR_BMC_118
PTH_2024_00846,RD_LOC_046,M/W Ward Sector 46 Connector Road,M/W,19.04973,72.90745,7.3,2.26,Critical,Mastic Asphalt,Sub-grade Moisture Saturation,Citizen (MyBMC App),2024-07-09,Inspected - Work Order Issued,Pending,,CONTR_BMC_124
PTH_2024_00847,RD_LOC_046,M/W Ward Sector 46 Connector Road,M/W,19.04904,72.90793,13.5,0.42,Critical,Mastic Asphalt,Asphalt Aging & Pavement Fatigue,BMC Road Engineer Survey,2024-09-15,Resolved / Repaired,Mastic Asphalt,2024-09-17,CONTR_BMC_107
